id,locality,price_cr,sqft
7839,Borivali West,1.82,1051
7840,Worli,3.76,1738
7841,Borivali West,1.81,991
7842,Worli,2.04,1026
7843,Andheri West,2.15,1026
7844,Borivali West,4.03,1462
7845,Borivali West,6.41,1664
7846,Andheri West,5.63,1145
7847,Worli,1.88,1763
7848,Worli,1.67,1415
7849,Powai,3.44,1640
7850,Worli,6.94,1013
7851,Andheri West,5.77,1562
7852,Borivali West,4.43,1149
7853,Powai,5.24,1674
7854,Andheri West,3.59,724
7855,Andheri West,2.83,1262
7856,Bandra East,1.29,1160
7857,Worli,7.97,821
7858,Andheri West,2.95,1089
7859,Powai,6.57,1328
7860,Worli,7.77,855
7861,Bandra East,2.39,766
7862,Powai,1.37,1279
7863,Worli,6.87,1429
7864,Worli,1.97,1397
7865,Andheri West,8.4,1120
7866,Andheri West,3.73,1351
7867,Worli,5.38,1347
7868,Bandra East,8.02,1522
7869,Worli,5.5,1230
7870,Bandra East,4.53,1556
7871,Worli,1.71,769
7872,Worli,7.03,1037
7873,Andheri West,2.0,621
7874,Worli,4.11,1701
7875,Chembur,6.0,1594
7876,Andheri West,6.57,1244
7877,Powai,5.29,1768
7878,Chembur,3.53,1655
7879,Bandra East,1.43,1288
7880,Bandra East,6.38,1305
7881,Worli,8.3,1794
7882,Borivali West,7.58,1677
7883,Bandra East,5.7,973
7884,Chembur,2.41,757
7885,Bandra East,8.18,824
7886,Andheri West,5.02,1661
7887,Chembur,3.11,903
7888,Worli,2.87,775
7889,Powai,1.64,1300
7890,Borivali West,5.03,1337
7891,Bandra East,7.21,744
7892,Bandra East,5.37,1533
7893,Chembur,4.55,839
7894,Bandra East,7.6,1636
7895,Borivali West,6.41,1738
7896,Borivali West,2.78,1286
7897,Powai,4.36,1497
7898,Borivali West,3.14,600
7899,Chembur,3.62,1655
7900,Bandra East,2.39,764
7901,Powai,3.76,743
7902,Bandra East,7.49,906
7903,Bandra East,6.9,1781
7904,Borivali West,5.24,1486
7905,Worli,5.41,1658
7906,Andheri West,6.79,749
7907,Andheri West,1.22,1215
7908,Bandra East,7.6,1086
7909,Borivali West,5.68,1611
7910,Andheri West,5.79,961
7911,Andheri West,2.69,858
7912,Borivali West,5.47,1361
7913,Worli,8.1,846
7914,Chembur,5.89,1570
7915,Borivali West,5.38,1557
7916,Powai,7.38,1669
7917,Borivali West,3.29,1202
7918,Andheri West,4.53,615
7919,Chembur,2.47,606
7920,Chembur,8.49,602
7921,Bandra East,7.9,1662
7922,Chembur,7.88,670
7923,Bandra East,4.53,1402
7924,Bandra East,3.2,1049
7925,Andheri West,4.65,965
7926,Bandra East,1.87,1513
7927,Bandra East,6.81,1525
7928,Bandra East,3.62,1073
7929,Andheri West,5.14,1697
7930,Borivali West,4.01,1002
7931,Borivali West,4.05,1601
7932,Andheri West,2.52,1568
7933,Andheri West,2.2,1529
7934,Powai,5.26,705
7935,Powai,4.6,635
7936,Worli,1.97,1770
7937,Powai,5.44,620
7938,Andheri West,2.05,802
7939,Borivali West,3.71,948
7940,Powai,4.83,1594
7941,Worli,5.23,1544
7942,Worli,4.91,836
7943,Andheri West,3.33,1035
7944,Andheri West,1.56,992
7945,Bandra East,8.24,1496
7946,Borivali West,5.26,1339
7947,Worli,5.03,892
7948,Powai,3.38,677
7949,Andheri West,6.07,666
7950,Andheri West,3.91,1291
7951,Worli,2.8,1061
7952,Andheri West,4.17,1168
7953,Chembur,5.41,1574
7954,Bandra East,6.82,1209
7955,Borivali West,6.27,1059
7956,Andheri West,8.21,665
7957,Powai,4.55,1246
7958,Bandra East,8.27,1524
7959,Bandra East,7.18,1271
7960,Andheri West,3.93,1199
7961,Andheri West,4.06,1331
7962,Worli,2.39,1258
7963,Bandra East,8.2,1729
7964,Borivali West,1.37,953
7965,Powai,5.35,875
7966,Bandra East,5.05,1206
7967,Chembur,7.93,816
7968,Andheri West,2.67,1010
7969,Powai,2.58,932
7970,Worli,7.14,1682
7971,Chembur,1.4,1782
7972,Powai,6.47,727
7973,Borivali West,3.27,880
7974,Chembur,6.84,1422
7975,Borivali West,2.13,1794
7976,Worli,7.02,715
7977,Worli,8.17,1727
7978,Bandra East,3.68,1535
7979,Chembur,5.44,966
7980,Borivali West,4.39,711
7981,Powai,5.02,1596
7982,Andheri West,6.99,1704
7983,Chembur,7.78,1092
7984,Bandra East,6.44,828
7985,Chembur,2.68,1682
7986,Bandra East,6.7,1712
7987,Worli,5.86,882
7988,Bandra East,1.76,623
7989,Chembur,6.03,1145
7990,Chembur,2.13,868
7991,Borivali West,4.09,852
7992,Andheri West,1.68,683
7993,Chembur,2.51,1314
7994,Bandra East,1.46,777
7995,Powai,3.55,776
7996,Bandra East,1.34,1366
7997,Powai,8.43,730
7998,Worli,2.55,838
7999,Bandra East,8.47,1679
8000,Bandra East,5.63,952
8001,Andheri West,7.65,877
8002,Andheri West,8.39,1588
8003,Bandra East,1.67,1277
8004,Powai,4.17,655
8005,Worli,4.41,1308
8006,Worli,7.26,1488
8007,Borivali West,1.97,785
8008,Worli,3.2,1409
8009,Powai,4.05,1252
8010,Chembur,4.87,1789
8011,Powai,7.61,1155
8012,Worli,4.81,789
8013,Chembur,8.2,739
8014,Powai,7.53,1526
8015,Andheri West,6.25,768
8016,Borivali West,6.1,723
8017,Powai,4.81,1184
8018,Bandra East,8.3,1718
8019,Chembur,7.61,913
8020,Worli,4.97,1348
8021,Borivali West,8.3,1065
8022,Powai,3.52,1160
8023,Powai,7.13,719
8024,Worli,7.05,754
8025,Powai,3.48,1251
8026,Powai,4.63,1077
8027,Worli,4.69,1726
8028,Andheri West,6.6,647
8029,Andheri West,7.76,733
8030,Andheri West,2.56,1394
8031,Worli,3.09,944
8032,Borivali West,4.77,1296
8033,Andheri West,7.64,1436
8034,Powai,5.6,1026
8035,Chembur,6.21,915
8036,Bandra East,7.87,1520
8037,Bandra East,2.24,1760
8038,Borivali West,6.96,1458
8039,Chembur,2.36,1760
8040,Andheri West,2.05,1441
8041,Worli,3.2,621
8042,Bandra East,7.46,1703
8043,Bandra East,4.46,1118
8044,Chembur,4.43,1637
8045,Andheri West,8.48,1693
8046,Bandra East,5.03,1191
8047,Bandra East,3.06,1748
8048,Andheri West,2.79,1204
8049,Powai,7.31,1391
8050,Andheri West,2.59,1298
8051,Powai,7.46,943
8052,Powai,6.26,941
8053,Borivali West,6.65,1069
8054,Worli,5.85,1202
8055,Chembur,5.17,600
8056,Powai,4.52,678
8057,Borivali West,5.86,851
8058,Worli,1.58,1285
8059,Worli,4.54,690
8060,Powai,6.42,612
8061,Powai,1.8,1778
8062,Borivali West,8.25,879
8063,Powai,5.74,1292
8064,Chembur,2.74,1773
8065,Borivali West,4.98,651
8066,Borivali West,6.1,1469
8067,Worli,5.33,1112
8068,Worli,7.29,895
8069,Bandra East,3.09,1714
8070,Powai,7.75,1418
8071,Borivali West,3.67,1754
8072,Chembur,3.92,1265
8073,Powai,5.03,965
8074,Borivali West,5.15,793
8075,Chembur,2.8,1391
8076,Borivali West,4.16,668
8077,Borivali West,1.65,1700
8078,Borivali West,7.65,1474
8079,Bandra East,4.75,631
8080,Powai,6.67,1334
8081,Bandra East,3.91,1295
8082,Powai,2.88,694
8083,Powai,8.18,1737
8084,Borivali West,4.13,1025
8085,Andheri West,7.86,1098
8086,Worli,5.2,758
8087,Borivali West,4.05,1621
8088,Bandra East,4.51,1031
8089,Borivali West,6.19,1154
8090,Andheri West,3.36,968
8091,Powai,2.27,630
8092,Borivali West,3.76,1026
8093,Bandra East,2.88,1260
8094,Powai,6.02,1444
8095,Bandra East,2.99,1646
8096,Bandra East,1.92,1546
8097,Bandra East,7.21,1750
8098,Borivali West,3.04,684
8099,Bandra East,8.02,1324
8100,Worli,2.65,1478
8101,Bandra East,1.33,1419
8102,Chembur,6.05,896
8103,Bandra East,3.09,803
8104,Andheri West,7.02,1492
8105,Andheri West,2.04,1146
8106,Bandra East,6.93,897
8107,Powai,7.8,1359
8108,Chembur,2.48,907
8109,Chembur,1.84,1697
8110,Borivali West,1.91,1639
8111,Borivali West,6.51,1168
8112,Borivali West,4.69,1661
8113,Bandra East,6.11,764
8114,Andheri West,3.08,1344
8115,Andheri West,8.28,1364
8116,Worli,2.71,1102
8117,Andheri West,7.12,905
8118,Bandra East,3.28,1326
8119,Worli,4.39,625
8120,Andheri West,1.26,1522
8121,Bandra East,6.64,1773
8122,Borivali West,7.22,1115
8123,Worli,1.66,1378
8124,Bandra East,6.44,939
8125,Bandra East,4.95,1191
8126,Powai,4.13,1623
8127,Chembur,6.99,935
8128,Powai,7.11,1022
8129,Chembur,6.64,1626
8130,Bandra East,5.04,827
8131,Chembur,1.27,1230
8132,Borivali West,5.26,803
8133,Chembur,7.47,1386
8134,Chembur,6.32,891
8135,Worli,4.59,1390
8136,Chembur,3.96,1746
8137,Worli,3.4,686
8138,Worli,4.93,1562
8139,Bandra East,1.52,1384
8140,Chembur,4.91,717
8141,Andheri West,6.76,1597
8142,Andheri West,1.53,1597
8143,Bandra East,7.17,803
8144,Bandra East,2.81,782
8145,Andheri West,6.01,1143
8146,Chembur,1.61,1295
8147,Powai,4.43,1384
8148,Bandra East,7.92,861
8149,Andheri West,5.27,1049
8150,Bandra East,6.27,608
8151,Powai,5.12,951
8152,Chembur,2.24,1698
8153,Andheri West,7.53,968
8154,Andheri West,1.83,1674
8155,Borivali West,2.56,1659
8156,Worli,6.0,905
8157,Worli,1.72,1217
8158,Andheri West,2.27,1148
8159,Borivali West,7.94,609
8160,Powai,7.26,657
8161,Borivali West,1.31,1061
8162,Bandra East,6.44,1558
8163,Borivali West,6.18,1800
8164,Bandra East,6.91,1231
8165,Andheri West,8.14,1113
8166,Bandra East,6.3,670
8167,Chembur,8.29,732
8168,Borivali West,3.5,898
8169,Andheri West,4.13,1265
8170,Chembur,3.34,1012
8171,Powai,5.09,881
8172,Andheri West,7.12,1495
8173,Powai,6.12,1577
8174,Powai,5.03,768
8175,Bandra East,4.86,1280
8176,Powai,5.2,1624
8177,Worli,3.62,792
8178,Powai,2.69,894
8179,Bandra East,6.53,809
8180,Andheri West,4.28,1764
8181,Andheri West,4.79,1303
8182,Bandra East,5.49,1681
8183,Powai,7.3,1003
8184,Bandra East,7.65,1161
8185,Bandra East,4.56,1069
8186,Bandra East,6.91,1487
8187,Bandra East,2.8,890
8188,Borivali West,8.19,1528
8189,Chembur,5.24,937
8190,Powai,6.07,790
8191,Powai,3.46,1700
8192,Worli,8.44,886
8193,Bandra East,6.7,1233
8194,Worli,2.13,1021
8195,Chembur,7.99,1146
8196,Worli,2.12,699
8197,Andheri West,7.66,770
8198,Worli,2.88,600
8199,Chembur,8.03,1752
8200,Borivali West,3.69,1513
8201,Powai,2.85,1650
8202,Bandra East,6.53,1725
8203,Powai,4.0,1318
8204,Bandra East,2.31,679
8205,Powai,7.16,1177
8206,Andheri West,5.61,1142
8207,Bandra East,2.14,1328
8208,Andheri West,2.76,947
8209,Powai,5.27,1694
8210,Chembur,5.79,1526
8211,Chembur,6.89,1067
8212,Worli,6.99,1166
8213,Chembur,7.31,812
8214,Chembur,5.99,1392
8215,Andheri West,2.63,716
8216,Bandra East,7.79,624
8217,Borivali West,1.8,775
8218,Bandra East,5.41,1019
8219,Borivali West,6.65,862
8220,Andheri West,2.56,1166
8221,Borivali West,5.3,951
8222,Borivali West,1.82,910
8223,Andheri West,4.83,1106
8224,Chembur,7.22,662
8225,Andheri West,1.29,1528
8226,Bandra East,5.76,1525
8227,Borivali West,6.45,723
8228,Chembur,4.42,1573
8229,Bandra East,4.49,1513
8230,Chembur,1.82,1667
8231,Borivali West,7.98,953
8232,Powai,5.42,618
8233,Worli,6.24,1344
8234,Borivali West,6.42,1017
8235,Worli,6.97,1337
8236,Chembur,4.74,1688
8237,Borivali West,6.43,1652
8238,Chembur,6.02,1431
8239,Borivali West,5.81,1117
8240,Andheri West,3.05,1032
8241,Chembur,3.82,1030
8242,Andheri West,3.69,946
8243,Bandra East,4.14,658
8244,Worli,7.86,1795
8245,Borivali West,6.43,860
8246,Borivali West,7.98,1630
8247,Powai,5.92,1591
8248,Bandra East,7.0,1439
8249,Powai,2.79,683
8250,Andheri West,2.2,1623
8251,Worli,4.09,1129
8252,Andheri West,7.02,1252
8253,Worli,3.41,731
8254,Worli,6.31,994
8255,Chembur,7.76,804
8256,Powai,2.27,1435
8257,Borivali West,2.14,1582
8258,Borivali West,5.96,1355
8259,Bandra East,3.22,1365
8260,Borivali West,2.92,1436
8261,Worli,6.3,1496
8262,Borivali West,3.21,1644
8263,Powai,7.96,1462
8264,Chembur,3.49,909
8265,Andheri West,2.15,715
8266,Chembur,2.11,630
8267,Andheri West,1.35,1223
8268,Worli,3.11,1172
8269,Powai,1.71,845
8270,Andheri West,3.78,1746
8271,Powai,1.91,1266
8272,Bandra East,2.75,1377
8273,Worli,8.38,1749
8274,Chembur,8.33,762
8275,Andheri West,2.53,922
8276,Worli,8.05,637
8277,Worli,6.12,938
8278,Worli,7.97,1768
8279,Bandra East,1.86,1671
8280,Andheri West,8.0,828
8281,Bandra East,3.59,1156
8282,Worli,4.01,1036
8283,Andheri West,4.48,834
8284,Andheri West,2.4,1676
8285,Powai,8.12,652
8286,Borivali West,7.85,1018
8287,Worli,6.2,669
8288,Borivali West,2.65,1150
8289,Bandra East,1.67,933
8290,Powai,3.45,1178
8291,Andheri West,2.42,1240
8292,Bandra East,2.36,1497
8293,Andheri West,3.62,1350
8294,Andheri West,5.21,1798
8295,Borivali West,6.31,1228
8296,Powai,4.02,809
8297,Andheri West,2.04,1440
8298,Worli,6.25,852
8299,Borivali West,8.14,1202
8300,Powai,5.65,953
8301,Borivali West,4.51,761
8302,Andheri West,4.2,701
8303,Powai,2.44,937
8304,Chembur,5.36,968
8305,Andheri West,6.84,911
8306,Worli,8.47,902
8307,Worli,4.27,1548
8308,Borivali West,8.42,1239
8309,Bandra East,4.4,1608
8310,Bandra East,8.36,711
8311,Chembur,5.96,1236
8312,Powai,8.36,642
8313,Chembur,3.54,725
8314,Chembur,1.7,1598
8315,Bandra East,3.49,1150
8316,Powai,5.42,1690
8317,Worli,1.7,769
8318,Borivali West,4.29,1330
8319,Powai,5.57,1180
8320,Powai,1.91,1289
8321,Worli,7.02,839
8322,Powai,3.6,1137
8323,Powai,4.75,738
8324,Andheri West,1.86,984
8325,Bandra East,7.93,1165
8326,Andheri West,1.44,732
8327,Bandra East,3.79,1557
8328,Powai,5.4,1602
8329,Chembur,6.29,1638
8330,Andheri West,4.04,1447
8331,Borivali West,3.46,680
8332,Borivali West,8.21,1043
8333,Andheri West,4.07,831
8334,Borivali West,7.44,1402
8335,Worli,4.16,608
8336,Powai,3.63,1648
8337,Chembur,1.59,796
8338,Worli,6.27,1383
8339,Worli,5.33,1047
8340,Worli,7.64,1317
8341,Chembur,6.08,823
8342,Powai,2.63,1135
8343,Borivali West,3.32,637
8344,Chembur,3.03,1164
8345,Chembur,5.89,1600
8346,Chembur,2.33,1123
8347,Powai,4.24,1797
8348,Borivali West,3.71,1193
8349,Chembur,4.01,1427
8350,Worli,4.33,605
8351,Andheri West,2.33,1109
8352,Worli,4.53,1611
8353,Borivali West,1.53,1071
8354,Bandra East,7.55,997
8355,Andheri West,6.35,1566
8356,Powai,4.32,1644
8357,Worli,2.87,1763
8358,Powai,6.53,1434
8359,Worli,2.45,1749
8360,Borivali West,7.54,1101
8361,Powai,5.09,795
8362,Worli,7.15,1756
8363,Andheri West,7.2,694
8364,Andheri West,7.08,1510
8365,Bandra East,1.84,695
8366,Andheri West,4.26,1267
8367,Borivali West,5.54,1113
8368,Chembur,8.48,1675
8369,Worli,4.21,1058
8370,Borivali West,2.78,1283
8371,Bandra East,7.15,1411
8372,Borivali West,7.39,1593
8373,Powai,3.92,1561
8374,Andheri West,8.37,1650
8375,Powai,1.56,850
8376,Bandra East,7.07,1377
8377,Worli,5.37,923
8378,Worli,6.31,840
8379,Borivali West,4.38,1729
8380,Borivali West,7.23,732
8381,Bandra East,5.89,876
8382,Powai,7.64,1372
8383,Worli,2.6,1556
8384,Chembur,4.02,1501
8385,Andheri West,3.76,1722
8386,Powai,3.25,1045
8387,Worli,4.99,1100
8388,Worli,6.57,1675
8389,Borivali West,4.73,1674
8390,Borivali West,5.89,1375
8391,Worli,2.44,873
8392,Borivali West,3.38,767
8393,Powai,4.36,1147
8394,Worli,3.67,1122
8395,Bandra East,3.16,1269
8396,Chembur,4.96,1393
8397,Borivali West,3.04,637
8398,Chembur,1.21,880
8399,Bandra East,4.16,1606
8400,Powai,8.0,1528
8401,Chembur,4.96,1071
8402,Chembur,7.8,1397
8403,Bandra East,6.35,1360
8404,Worli,7.31,752
8405,Worli,7.22,1592
8406,Worli,2.73,1590
8407,Borivali West,7.25,1527
8408,Powai,4.74,925
8409,Worli,5.1,1353
8410,Chembur,3.36,1747
8411,Worli,4.12,1218
8412,Powai,6.18,1739
8413,Worli,6.97,808
8414,Andheri West,2.05,937
8415,Andheri West,2.27,1363
8416,Andheri West,2.15,1179
8417,Borivali West,7.12,1056
8418,Chembur,1.43,1661
8419,Andheri West,3.13,1560
8420,Borivali West,2.12,692
8421,Borivali West,7.47,1312
8422,Chembur,1.28,1636
8423,Andheri West,1.25,1407
8424,Worli,4.82,1766
8425,Bandra East,1.46,620
8426,Powai,8.3,888
8427,Worli,6.03,1225
8428,Borivali West,8.14,1495
8429,Andheri West,1.39,1323
8430,Worli,3.13,1225
8431,Chembur,3.3,728
8432,Andheri West,5.79,935
8433,Chembur,3.74,1353
8434,Worli,5.13,1648
8435,Chembur,4.61,879
8436,Powai,6.01,1292
8437,Chembur,1.74,1311
8438,Bandra East,3.3,962
8439,Borivali West,5.52,695
8440,Bandra East,5.53,997
8441,Borivali West,1.41,816
8442,Powai,5.56,972
8443,Chembur,5.57,910
8444,Powai,1.83,1547
8445,Andheri West,1.53,1136
8446,Chembur,2.36,1173
8447,Bandra East,7.37,1651
8448,Bandra East,3.4,1068
8449,Borivali West,3.5,1736
8450,Borivali West,5.18,917
8451,Bandra East,7.52,1799
8452,Borivali West,6.16,847
8453,Borivali West,5.28,992
8454,Chembur,8.47,866
8455,Andheri West,4.76,960
8456,Bandra East,3.53,1073
8457,Borivali West,4.27,1768
8458,Andheri West,7.9,1688
8459,Andheri West,4.68,1540
8460,Powai,4.46,1250
8461,Worli,3.11,1608
8462,Powai,6.39,1315
8463,Worli,3.23,1120
8464,Borivali West,5.55,749
8465,Worli,6.84,1540
8466,Worli,7.91,1165
8467,Andheri West,7.25,874
8468,Worli,7.86,1376
8469,Andheri West,7.84,1020
8470,Worli,4.75,1067
8471,Powai,4.62,1787
8472,Chembur,1.68,1709
8473,Worli,2.39,1699
8474,Powai,2.9,1285
8475,Chembur,3.45,817
8476,Borivali West,2.48,1436
8477,Andheri West,7.49,619
8478,Bandra East,8.02,744
8479,Powai,7.66,1223
8480,Worli,7.08,1060
8481,Borivali West,3.15,1422
8482,Borivali West,6.49,817
8483,Bandra East,5.51,1589
8484,Worli,8.32,1218
8485,Worli,7.28,844
8486,Worli,7.92,1553
8487,Borivali West,7.24,1131
8488,Borivali West,2.87,1616
8489,Worli,6.78,697
8490,Borivali West,1.22,734
8491,Andheri West,7.1,715
8492,Bandra East,7.32,1064
8493,Worli,3.05,815
8494,Worli,7.16,623
8495,Chembur,8.38,1033
8496,Borivali West,7.6,1415
8497,Andheri West,7.2,665
8498,Bandra East,6.0,1172
8499,Powai,4.09,796
8500,Bandra East,7.65,1000
8501,Worli,7.97,1015
8502,Worli,6.15,897
8503,Borivali West,3.78,1198
8504,Powai,1.62,1336
8505,Powai,1.5,1417
8506,Powai,4.52,1677
8507,Andheri West,3.34,1526
8508,Borivali West,7.01,903
8509,Andheri West,1.27,1752
8510,Bandra East,1.55,756
8511,Chembur,1.83,1141
8512,Andheri West,1.64,1063
8513,Bandra East,7.2,673
8514,Worli,3.78,1075
8515,Borivali West,4.45,1719
8516,Chembur,1.62,1391
8517,Worli,8.08,762
8518,Bandra East,6.7,1237
8519,Powai,6.16,702
8520,Borivali West,2.36,1693
8521,Borivali West,6.09,1667
8522,Powai,4.17,1207
8523,Andheri West,2.87,1307
8524,Chembur,5.25,1295
8525,Borivali West,8.4,872
8526,Andheri West,5.28,970
8527,Borivali West,5.59,1058
8528,Bandra East,3.19,1728
8529,Powai,5.38,770
8530,Powai,3.74,604
8531,Chembur,7.94,1008
8532,Powai,7.84,1509
8533,Chembur,5.6,1075
8534,Chembur,4.82,718
8535,Worli,6.98,1442
8536,Bandra East,4.28,1452
8537,Bandra East,1.5,1575
8538,Borivali West,1.92,1516
8539,Borivali West,3.06,983
8540,Chembur,3.55,1730
8541,Borivali West,3.47,1752
8542,Bandra East,4.79,1037
8543,Worli,4.06,1212
8544,Chembur,2.58,1335
8545,Andheri West,5.68,1593
8546,Borivali West,6.0,1755
8547,Andheri West,5.94,1308
8548,Andheri West,4.91,785
8549,Borivali West,5.97,622
8550,Worli,5.16,1394
8551,Chembur,4.15,1221
8552,Borivali West,4.05,953
8553,Worli,3.35,1212
8554,Andheri West,1.31,1705
8555,Borivali West,2.14,1208
8556,Borivali West,2.04,1400
8557,Borivali West,5.41,724
8558,Chembur,3.13,861
8559,Powai,2.88,1222
8560,Andheri West,7.7,903
8561,Bandra East,4.86,1575
8562,Borivali West,7.98,1343
8563,Borivali West,2.14,1337
8564,Powai,6.69,1042
8565,Worli,4.86,960
8566,Powai,7.51,669
8567,Chembur,6.5,1423
8568,Bandra East,8.07,1414
8569,Worli,1.98,1168
8570,Chembur,6.4,1342
8571,Bandra East,7.64,1183
8572,Worli,7.23,1680
8573,Andheri West,7.26,681
8574,Chembur,2.43,1138
8575,Andheri West,7.98,1396
8576,Worli,2.78,811
8577,Borivali West,4.86,1764
8578,Borivali West,8.02,1511
8579,Andheri West,6.83,924
8580,Bandra East,5.74,1633
8581,Chembur,2.31,1029
8582,Bandra East,7.02,833
8583,Chembur,3.78,602
8584,Andheri West,2.36,673
8585,Worli,2.26,955
8586,Borivali West,1.69,1614
8587,Andheri West,1.74,1381
8588,Andheri West,2.55,608
8589,Chembur,8.2,1706
8590,Borivali West,1.92,1558
8591,Powai,6.53,1509
8592,Worli,1.71,1023
8593,Bandra East,3.86,880
8594,Chembur,5.7,1134
8595,Chembur,4.05,1539
8596,Powai,2.68,1483
8597,Borivali West,2.05,1412
8598,Bandra East,5.59,1389
8599,Bandra East,2.62,1265
8600,Powai,8.01,823
8601,Borivali West,6.63,1005
8602,Borivali West,2.01,939
8603,Worli,7.95,1405
8604,Borivali West,4.2,1167
8605,Bandra East,5.07,805
8606,Powai,7.61,1291
8607,Bandra East,1.98,1294
8608,Chembur,7.0,1065
8609,Andheri West,6.5,789
8610,Powai,1.99,1235
8611,Bandra East,1.75,800
8612,Powai,3.27,826
8613,Worli,5.45,999
8614,Bandra East,1.9,618
8615,Powai,3.58,1271
8616,Chembur,6.42,1540
8617,Andheri West,2.6,1604
8618,Powai,4.66,1225
8619,Andheri West,1.74,1260
8620,Bandra East,6.92,1084
8621,Worli,6.18,1246
8622,Worli,4.71,1110
8623,Bandra East,4.45,1707
8624,Bandra East,1.77,833
8625,Worli,6.57,605
8626,Powai,7.77,973
8627,Borivali West,3.46,1445
8628,Borivali West,4.42,1528
8629,Powai,3.11,1462
8630,Borivali West,3.91,765
8631,Bandra East,5.35,649
8632,Andheri West,3.82,833
8633,Worli,7.3,1050
8634,Andheri West,1.95,1616
8635,Chembur,2.21,1343
8636,Bandra East,5.12,942
8637,Borivali West,4.81,1340
8638,Worli,7.07,677
8639,Borivali West,5.67,1432
8640,Powai,5.09,1185
8641,Chembur,5.01,673
8642,Borivali West,5.49,623
8643,Chembur,2.25,1560
8644,Worli,7.85,1277
8645,Borivali West,3.79,1324
8646,Bandra East,2.35,737
8647,Borivali West,1.42,1637
8648,Powai,4.19,1731
8649,Chembur,4.31,1128
8650,Chembur,3.9,1594
8651,Powai,3.96,775
8652,Powai,6.22,625
8653,Chembur,7.15,794
8654,Bandra East,6.92,1339
8655,Powai,4.61,796
8656,Bandra East,2.16,972
8657,Andheri West,3.98,1215
8658,Powai,5.3,1183
8659,Bandra East,1.49,1163
8660,Andheri West,5.71,694
8661,Worli,2.97,1321
8662,Borivali West,7.65,1708
8663,Worli,2.91,742
8664,Andheri West,6.71,1653
8665,Bandra East,1.64,1192
8666,Andheri West,2.7,1020
8667,Andheri West,6.68,661
8668,Bandra East,4.4,1115
8669,Bandra East,3.24,1131
8670,Powai,2.32,1573
8671,Powai,2.29,875
8672,Powai,7.23,717
8673,Bandra East,6.26,1109
8674,Chembur,8.0,933
8675,Worli,3.95,1500
8676,Chembur,3.2,1044
8677,Chembur,8.02,1009
8678,Chembur,5.19,1338
8679,Chembur,3.69,1218
8680,Bandra East,2.12,1092
8681,Worli,3.16,1121
8682,Powai,6.77,1216
8683,Worli,7.25,643
8684,Bandra East,7.22,1151
8685,Andheri West,1.73,1373
8686,Powai,6.74,1051
8687,Chembur,4.48,1496
8688,Borivali West,6.43,833
8689,Powai,8.09,625
8690,Worli,7.72,798
8691,Worli,7.42,1692
8692,Bandra East,6.79,912
8693,Chembur,2.57,1543
8694,Borivali West,6.85,1255
8695,Bandra East,2.07,1296
8696,Borivali West,5.86,1369
8697,Bandra East,4.95,680
8698,Worli,4.61,1168
8699,Powai,5.42,1456
8700,Andheri West,4.79,1436
8701,Bandra East,4.1,1438
8702,Andheri West,6.33,735
8703,Andheri West,2.96,1005
8704,Worli,6.63,1358
8705,Bandra East,4.02,1573
8706,Borivali West,5.53,838
8707,Borivali West,5.01,1202
8708,Chembur,5.67,1519
8709,Worli,3.01,1720
8710,Chembur,3.85,1564
8711,Powai,3.75,1343
8712,Bandra East,5.31,682
8713,Andheri West,4.71,1395
8714,Powai,6.21,1749
8715,Powai,3.21,1665
8716,Chembur,6.1,1641
8717,Borivali West,3.88,649
8718,Borivali West,6.78,1711
8719,Worli,8.27,1713
8720,Borivali West,6.28,1650
8721,Bandra East,4.93,719
8722,Borivali West,5.39,1279
8723,Borivali West,5.04,798
8724,Chembur,6.59,902
8725,Bandra East,6.46,1031
8726,Bandra East,6.69,1436
8727,Powai,2.33,957
8728,Chembur,7.81,1747
8729,Borivali West,3.1,1544
8730,Andheri West,5.93,1393
8731,Chembur,5.69,1406
8732,Powai,7.5,920
8733,Andheri West,7.99,1138
8734,Borivali West,1.91,1477
8735,Chembur,6.44,1176
8736,Andheri West,2.43,1396
8737,Worli,5.95,1060
8738,Andheri West,1.98,1615
8739,Chembur,7.5,1560
8740,Worli,4.55,1221
8741,Borivali West,5.89,1111
8742,Worli,2.87,808
8743,Powai,7.22,978
8744,Worli,2.06,1318
8745,Bandra East,1.3,801
8746,Bandra East,2.09,1073
8747,Bandra East,5.42,1744
8748,Bandra East,4.46,1710
8749,Andheri West,4.82,1431
8750,Bandra East,6.17,640
8751,Worli,7.65,1229
8752,Powai,4.79,1778
8753,Andheri West,3.72,1064
8754,Powai,2.56,1175
8755,Worli,6.73,1407
8756,Powai,8.31,938
8757,Borivali West,1.96,1088
8758,Bandra East,4.59,1539
8759,Bandra East,7.08,1227
8760,Bandra East,7.37,845
8761,Borivali West,3.21,913
8762,Powai,1.94,1607
8763,Bandra East,6.6,1527
8764,Borivali West,1.56,1188
8765,Chembur,6.98,1124
8766,Borivali West,3.73,674
8767,Chembur,3.12,967
8768,Chembur,6.91,1427
8769,Worli,4.18,1003
8770,Andheri West,7.81,1742
8771,Borivali West,2.37,1191
8772,Bandra East,5.27,667
8773,Chembur,6.29,759
8774,Andheri West,6.75,1254
8775,Bandra East,6.93,1032
8776,Powai,6.66,1780
8777,Chembur,6.14,1677
8778,Andheri West,5.81,1698
8779,Andheri West,8.28,1565
