id,locality,price_cr,sqft
7805,Powai,5.64,650
7806,Bandra East,6.85,1497
7807,Borivali West,7.38,989
7808,Andheri West,5.62,1191
7809,Powai,5.56,1744
7810,Bandra East,1.75,1106
7811,Bandra East,7.49,883
7812,Powai,5.62,1768
7813,Powai,1.27,1049
7814,Worli,3.82,840
7815,Chembur,3.52,882
7816,Chembur,4.22,1595
7817,Borivali West,7.55,1722
7818,Powai,6.88,1788
7819,Bandra East,4.86,1046
7820,Powai,7.56,606
7821,Worli,6.72,714
7822,Powai,6.42,1768
7823,Borivali West,7.86,1214
7824,Bandra East,2.75,1141
7825,Bandra East,1.91,1409
7826,Andheri West,8.21,1432
7827,Borivali West,5.55,917
7828,Chembur,2.48,932
7829,Powai,1.22,1017
7830,Bandra East,7.23,970
7831,Bandra East,3.37,1624
7832,Borivali West,4.21,1611
7833,Chembur,2.85,1496
7834,Powai,1.64,817
7835,Worli,4.63,794
7836,Andheri West,6.01,1372
7837,Powai,5.44,1432
7838,Andheri West,3.02,1115
7839,Powai,5.81,1414
7840,Chembur,7.5,1532
7841,Bandra East,2.11,1700
7842,Worli,4.33,1766
7843,Powai,7.01,1100
7844,Borivali West,5.69,812
7845,Andheri West,4.37,1498
7846,Andheri West,6.45,1488
7847,Andheri West,2.39,1258
7848,Chembur,7.9,1184
7849,Worli,6.29,1478
7850,Powai,5.67,776
7851,Andheri West,4.75,1553
7852,Chembur,5.62,1004
7853,Bandra East,4.25,946
7854,Powai,5.8,1333
7855,Chembur,1.81,1403
7856,Worli,6.74,1344
7857,Powai,1.88,1482
7858,Borivali West,6.3,1399
7859,Borivali West,2.42,1307
7860,Powai,1.98,1475
7861,Chembur,5.78,1181
7862,Chembur,4.56,1472
7863,Worli,1.34,1785
7864,Worli,4.48,987
7865,Andheri West,5.47,674
7866,Powai,6.39,846
7867,Powai,1.97,1251
7868,Chembur,8.31,1410
7869,Andheri West,2.46,1268
7870,Bandra East,2.22,1030
7871,Worli,7.33,1459
7872,Worli,3.97,1324
7873,Borivali West,3.43,673
7874,Chembur,4.3,1140
7875,Chembur,4.88,862
7876,Borivali West,4.22,922
7877,Powai,6.41,1715
7878,Chembur,2.03,1332
7879,Borivali West,4.6,1305
7880,Bandra East,4.66,1417
7881,Worli,1.91,1495
7882,Worli,6.4,968
7883,Andheri West,7.06,775
7884,Bandra East,3.57,1429
7885,Powai,6.86,1105
7886,Bandra East,2.56,1439
7887,Bandra East,7.33,1552
7888,Bandra East,6.13,1063
7889,Bandra East,3.34,1066
7890,Borivali West,8.13,915
7891,Powai,6.25,802
7892,Bandra East,3.39,1308
7893,Chembur,7.72,855
7894,Borivali West,5.65,1634
7895,Powai,6.75,997
7896,Borivali West,7.73,1542
7897,Borivali West,5.0,1474
7898,Borivali West,1.35,635
7899,Borivali West,7.8,871
7900,Andheri West,2.33,1438
7901,Borivali West,5.73,1509
7902,Bandra East,4.01,1747
7903,Worli,3.53,936
7904,Borivali West,3.31,1472
7905,Worli,2.01,1731
7906,Chembur,6.38,1763
7907,Bandra East,2.54,828
7908,Borivali West,2.85,1407
7909,Chembur,5.38,1035
7910,Bandra East,8.44,1282
7911,Powai,2.73,1614
7912,Andheri West,5.56,1339
7913,Andheri West,3.3,1474
7914,Powai,2.69,1047
7915,Andheri West,2.45,1004
7916,Borivali West,8.17,1273
7917,Worli,6.76,1689
7918,Borivali West,5.73,802
7919,Powai,3.38,1672
7920,Borivali West,8.38,672
7921,Chembur,4.51,1342
7922,Andheri West,3.85,1247
7923,Bandra East,4.78,825
7924,Borivali West,4.39,1602
7925,Chembur,6.49,1709
7926,Andheri West,8.25,1550
7927,Bandra East,8.25,1507
7928,Powai,5.27,1372
7929,Powai,4.62,795
7930,Powai,1.67,945
7931,Worli,7.44,649
7932,Chembur,6.81,776
7933,Andheri West,7.44,1578
7934,Powai,7.26,1759
7935,Powai,2.15,1731
7936,Worli,4.42,1741
7937,Powai,7.61,1545
7938,Worli,1.74,1663
7939,Bandra East,7.15,953
7940,Bandra East,1.78,1738
7941,Borivali West,8.12,1303
7942,Worli,3.77,1633
7943,Chembur,2.66,1245
7944,Borivali West,3.56,668
7945,Bandra East,4.95,1653
7946,Chembur,6.32,1460
7947,Andheri West,4.89,711
7948,Andheri West,1.5,1518
7949,Bandra East,5.46,1187
7950,Worli,5.92,807
7951,Powai,4.61,1641
7952,Powai,3.81,882
7953,Worli,4.46,964
7954,Powai,4.74,915
7955,Worli,8.2,789
7956,Powai,4.2,1172
7957,Borivali West,1.85,989
7958,Andheri West,4.5,1753
7959,Worli,2.64,1662
7960,Chembur,4.07,752
7961,Worli,1.84,1150
7962,Powai,3.94,1499
7963,Worli,2.06,1248
7964,Bandra East,5.72,915
7965,Andheri West,5.15,711
7966,Powai,5.31,1599
7967,Chembur,2.32,629
7968,Andheri West,4.4,1044
7969,Worli,7.28,1338
7970,Andheri West,5.66,1357
7971,Chembur,3.82,923
7972,Chembur,3.88,1531
7973,Bandra East,2.52,1392
7974,Bandra East,1.41,1490
7975,Powai,4.73,959
7976,Powai,5.27,1462
7977,Powai,7.78,1663
7978,Borivali West,7.5,1538
7979,Worli,8.34,609
7980,Borivali West,6.56,699
7981,Borivali West,6.65,1658
7982,Andheri West,4.06,1116
7983,Andheri West,3.39,715
7984,Chembur,3.44,985
7985,Worli,1.47,1071
7986,Powai,2.96,1065
7987,Powai,7.58,1506
7988,Andheri West,5.15,1639
7989,Borivali West,3.55,817
7990,Borivali West,6.16,1381
7991,Bandra East,4.17,860
7992,Bandra East,6.17,1249
7993,Worli,5.01,1697
7994,Borivali West,4.33,805
7995,Powai,8.32,663
7996,Powai,3.44,894
7997,Andheri West,8.21,1218
7998,Bandra East,6.87,1714
7999,Bandra East,3.73,1738
8000,Chembur,1.97,1287
8001,Worli,1.25,1239
8002,Worli,7.69,713
8003,Powai,7.24,1329
8004,Andheri West,5.75,1091
8005,Worli,7.86,821
8006,Borivali West,6.03,1540
8007,Chembur,7.17,692
8008,Worli,6.27,723
8009,Borivali West,3.95,1277
8010,Chembur,3.08,1481
8011,Borivali West,4.79,931
8012,Andheri West,2.75,832
8013,Powai,4.45,1728
8014,Chembur,2.5,1034
8015,Bandra East,7.78,1529
8016,Borivali West,6.3,717
8017,Chembur,6.57,707
8018,Borivali West,3.89,1109
8019,Powai,4.13,872
8020,Borivali West,6.0,1540
8021,Borivali West,4.78,604
8022,Bandra East,1.64,1621
8023,Andheri West,5.53,839
8024,Andheri West,6.71,1631
8025,Andheri West,5.99,758
8026,Andheri West,3.0,1302
8027,Bandra East,3.62,1419
8028,Chembur,5.89,1357
8029,Worli,2.01,603
8030,Andheri West,6.25,1102
8031,Powai,3.98,1513
8032,Andheri West,2.8,1426
8033,Powai,1.85,672
8034,Chembur,2.41,1182
8035,Powai,1.31,692
8036,Powai,3.74,914
8037,Chembur,8.07,1276
8038,Bandra East,2.6,1087
8039,Worli,4.1,738
8040,Worli,6.41,1500
8041,Borivali West,2.35,1446
8042,Andheri West,6.01,1732
8043,Chembur,5.89,1347
8044,Chembur,2.56,1619
8045,Bandra East,5.99,1713
8046,Bandra East,6.77,713
8047,Borivali West,6.44,1086
8048,Powai,7.16,704
8049,Bandra East,6.89,1281
8050,Borivali West,6.46,792
8051,Borivali West,5.27,661
8052,Worli,6.55,1303
8053,Borivali West,7.99,1240
8054,Powai,1.28,1123
8055,Borivali West,3.35,1505
8056,Worli,6.72,682
8057,Chembur,3.58,1516
8058,Chembur,6.04,698
8059,Bandra East,5.3,1627
8060,Borivali West,6.71,624
8061,Powai,7.45,1546
8062,Bandra East,2.71,1697
8063,Chembur,3.14,1061
8064,Bandra East,1.42,795
8065,Chembur,3.33,1545
8066,Worli,5.6,636
8067,Bandra East,1.62,1278
8068,Bandra East,2.72,1337
8069,Andheri West,4.05,1234
8070,Chembur,4.76,1415
8071,Borivali West,6.9,1555
8072,Borivali West,4.09,960
8073,Worli,1.36,643
8074,Andheri West,4.46,750
8075,Bandra East,4.85,834
8076,Worli,6.8,1529
8077,Powai,5.8,901
8078,Powai,4.04,1165
8079,Borivali West,3.45,804
8080,Worli,2.92,991
8081,Bandra East,3.16,621
8082,Bandra East,8.38,972
8083,Borivali West,4.92,982
8084,Andheri West,4.04,1581
8085,Borivali West,2.75,1675
8086,Bandra East,8.17,1084
8087,Powai,7.37,913
8088,Borivali West,7.18,963
8089,Chembur,2.16,1508
8090,Powai,1.88,1613
8091,Chembur,6.92,1258
8092,Andheri West,3.73,1156
8093,Worli,1.33,1782
8094,Worli,4.94,629
8095,Borivali West,7.35,724
8096,Bandra East,5.37,752
8097,Worli,4.68,1139
8098,Powai,4.12,1564
8099,Borivali West,1.31,1198
8100,Chembur,7.46,1346
8101,Chembur,6.74,1066
8102,Borivali West,7.1,823
8103,Andheri West,7.19,1640
8104,Worli,7.78,1640
8105,Andheri West,5.22,1084
8106,Borivali West,5.25,794
8107,Borivali West,6.72,1513
8108,Borivali West,4.17,798
8109,Worli,6.9,1019
8110,Worli,6.57,704
8111,Andheri West,5.53,1657
8112,Bandra East,1.44,1464
8113,Andheri West,4.97,1700
8114,Powai,6.45,602
8115,Powai,6.64,1416
8116,Andheri West,3.79,1739
8117,Worli,3.03,649
8118,Worli,4.57,1689
8119,Bandra East,2.02,1633
8120,Chembur,5.84,1733
8121,Powai,8.45,733
8122,Andheri West,2.27,777
8123,Powai,6.27,1526
8124,Borivali West,2.56,1358
8125,Powai,2.66,1043
8126,Andheri West,6.42,1507
8127,Borivali West,5.3,1138
8128,Andheri West,1.26,625
8129,Bandra East,7.52,756
8130,Powai,1.81,1286
8131,Borivali West,4.61,1498
8132,Bandra East,4.4,1374
8133,Andheri West,4.32,862
8134,Chembur,7.62,1493
8135,Borivali West,3.13,678
8136,Andheri West,2.82,920
8137,Borivali West,6.55,1155
8138,Chembur,2.12,1435
8139,Chembur,6.61,640
8140,Chembur,4.95,814
8141,Borivali West,5.61,658
8142,Andheri West,3.12,1554
8143,Worli,7.32,1574
8144,Chembur,3.94,792
8145,Bandra East,4.9,1787
8146,Chembur,6.83,727
8147,Worli,4.43,930
8148,Borivali West,4.58,1197
8149,Chembur,1.41,1735
8150,Chembur,4.93,1408
8151,Andheri West,6.57,1604
8152,Chembur,7.95,1624
8153,Borivali West,5.42,1486
8154,Andheri West,8.16,1459
8155,Worli,8.43,680
8156,Borivali West,4.69,613
8157,Chembur,6.41,688
8158,Chembur,3.85,1132
8159,Andheri West,3.82,799
8160,Powai,7.86,1299
8161,Chembur,3.36,1737
8162,Powai,5.2,1319
8163,Worli,2.4,899
8164,Chembur,7.86,615
8165,Powai,6.61,1335
8166,Chembur,4.26,1707
8167,Chembur,6.1,1212
8168,Bandra East,2.92,1331
8169,Borivali West,6.94,1419
8170,Chembur,1.86,1722
8171,Borivali West,6.98,1487
8172,Andheri West,7.18,1466
8173,Worli,7.92,1271
8174,Worli,6.17,1136
8175,Worli,7.4,1614
8176,Chembur,5.92,1606
8177,Worli,2.15,1700
8178,Chembur,4.69,1749
8179,Powai,1.31,1032
8180,Borivali West,5.97,620
8181,Worli,8.08,624
8182,Worli,4.86,715
8183,Worli,6.71,1302
8184,Bandra East,1.95,1531
8185,Borivali West,5.49,1487
8186,Borivali West,3.46,783
8187,Borivali West,2.86,808
8188,Andheri West,4.0,1214
8189,Bandra East,5.82,645
8190,Worli,1.38,993
8191,Worli,2.46,1086
8192,Andheri West,7.58,1790
8193,Chembur,5.74,1728
8194,Bandra East,6.16,1176
8195,Worli,5.95,633
8196,Worli,6.17,1783
8197,Bandra East,1.82,1774
8198,Chembur,7.61,843
8199,Andheri West,6.27,830
8200,Chembur,3.8,1255
8201,Chembur,3.16,1522
8202,Powai,2.75,1333
8203,Bandra East,6.23,902
8204,Borivali West,5.77,1282
8205,Worli,5.24,1676
8206,Chembur,7.38,933
8207,Powai,6.89,1239
8208,Chembur,7.41,1298
8209,Borivali West,1.49,1120
8210,Chembur,8.14,1488
8211,Borivali West,3.49,1425
8212,Andheri West,7.24,1332
8213,Chembur,7.79,1621
8214,Powai,6.79,1456
8215,Borivali West,2.25,927
8216,Bandra East,2.76,916
8217,Andheri West,3.66,706
8218,Andheri West,5.42,1638
8219,Powai,2.89,710
8220,Borivali West,1.25,920
8221,Andheri West,4.93,1449
8222,Chembur,6.43,1630
8223,Borivali West,2.41,1521
8224,Powai,1.95,1108
8225,Worli,2.87,951
8226,Powai,7.84,1331
8227,Chembur,5.71,1084
8228,Worli,1.68,1655
8229,Chembur,2.14,734
8230,Bandra East,3.64,1031
8231,Bandra East,4.95,1206
8232,Worli,8.41,1092
8233,Bandra East,5.18,1133
8234,Bandra East,1.77,1537
8235,Worli,8.41,1065
8236,Powai,1.46,1266
8237,Bandra East,6.33,947
8238,Powai,6.83,1699
8239,Chembur,2.77,1585
8240,Andheri West,2.29,1095
8241,Bandra East,3.25,1748
8242,Bandra East,7.13,1168
8243,Bandra East,2.82,1571
8244,Powai,7.85,1174
8245,Andheri West,8.23,747
8246,Worli,8.01,1351
8247,Andheri West,5.13,657
8248,Andheri West,2.7,1702
8249,Andheri West,7.73,935
8250,Worli,1.89,1693
8251,Andheri West,4.1,1728
8252,Powai,4.18,1128
8253,Bandra East,1.83,1551
8254,Andheri West,1.36,689
8255,Powai,4.11,1542
8256,Powai,1.45,1657
8257,Borivali West,3.92,1408
8258,Borivali West,3.04,804
8259,Bandra East,2.21,953
8260,Chembur,2.5,1408
8261,Worli,2.79,1514
8262,Andheri West,7.09,1388
8263,Powai,2.03,659
8264,Worli,1.33,1228
8265,Bandra East,7.47,1668
8266,Bandra East,5.07,1381
8267,Andheri West,7.52,894
8268,Borivali West,2.63,1584
8269,Worli,1.38,875
8270,Andheri West,2.15,998
8271,Chembur,6.15,1525
8272,Bandra East,4.17,786
8273,Andheri West,7.42,1199
8274,Powai,1.72,1241
8275,Andheri West,1.38,1303
8276,Borivali West,2.76,1198
8277,Powai,3.68,1196
8278,Chembur,6.16,960
8279,Chembur,6.02,1080
8280,Powai,1.59,825
8281,Worli,7.68,968
8282,Powai,8.48,1779
8283,Worli,7.27,1103
8284,Worli,1.8,1634
8285,Worli,3.04,1063
8286,Powai,5.26,771
8287,Bandra East,6.03,1776
8288,Powai,3.0,1776
8289,Powai,8.22,1078
8290,Andheri West,5.41,1639
8291,Borivali West,7.41,862
8292,Andheri West,7.32,1117
8293,Borivali West,3.62,1446
8294,Worli,7.44,722
8295,Andheri West,7.85,928
8296,Worli,3.97,1528
8297,Bandra East,4.12,1513
8298,Bandra East,1.87,1114
8299,Worli,3.15,609
8300,Worli,6.16,1644
8301,Bandra East,7.79,846
8302,Worli,1.75,1116
8303,Chembur,5.0,1730
8304,Worli,3.57,1499
8305,Chembur,5.79,1405
8306,Andheri West,3.16,1625
8307,Worli,3.2,1108
8308,Borivali West,6.59,1173
8309,Worli,8.44,1726
8310,Powai,2.98,1154
8311,Chembur,3.63,667
8312,Chembur,4.63,1084
8313,Borivali West,2.38,1351
8314,Andheri West,5.53,1620
8315,Andheri West,3.99,886
8316,Andheri West,6.48,1238
8317,Borivali West,7.81,691
8318,Bandra East,6.71,1212
8319,Worli,8.2,649
8320,Powai,5.74,1241
8321,Borivali West,5.3,1407
8322,Powai,7.65,723
8323,Borivali West,2.85,1332
8324,Andheri West,3.14,1064
8325,Borivali West,4.66,847
8326,Borivali West,8.43,1430
8327,Chembur,7.04,1563
8328,Worli,3.96,1556
8329,Andheri West,8.17,1776
8330,Borivali West,1.44,1115
8331,Borivali West,6.32,662
8332,Borivali West,6.22,1356
8333,Worli,3.63,1091
8334,Andheri West,5.96,682
8335,Chembur,4.52,1094
8336,Borivali West,8.13,1001
8337,Borivali West,4.2,966
8338,Bandra East,1.21,1759
8339,Powai,6.71,1341
8340,Borivali West,6.49,798
8341,Chembur,6.19,1266
8342,Chembur,6.61,1706
8343,Bandra East,4.59,1587
8344,Borivali West,1.25,1496
8345,Andheri West,4.63,1388
8346,Powai,1.67,1657
8347,Bandra East,7.04,1672
8348,Bandra East,2.71,618
8349,Bandra East,4.39,1258
8350,Bandra East,3.59,725
8351,Andheri West,3.4,695
8352,Chembur,4.79,1751
8353,Andheri West,7.33,1453
8354,Powai,5.73,1357
8355,Powai,2.33,815
8356,Borivali West,5.06,1209
8357,Borivali West,4.65,826
8358,Chembur,5.33,1519
8359,Powai,5.87,956
8360,Bandra East,1.75,1520
8361,Chembur,2.53,1570
8362,Borivali West,3.77,1227
8363,Bandra East,4.95,953
8364,Borivali West,2.3,1556
8365,Worli,7.32,1311
8366,Chembur,5.55,1483
8367,Worli,3.16,948
8368,Bandra East,2.54,792
8369,Andheri West,2.44,1128
8370,Andheri West,4.49,1334
8371,Worli,2.2,968
8372,Andheri West,6.76,1125
8373,Powai,7.26,1345
8374,Borivali West,3.72,738
8375,Bandra East,4.06,936
8376,Bandra East,3.42,1169
8377,Borivali West,8.4,1068
8378,Powai,4.16,1713
8379,Worli,2.48,1485
8380,Bandra East,5.96,631
8381,Chembur,3.79,648
8382,Andheri West,2.06,1463
8383,Worli,7.71,1500
8384,Chembur,8.07,960
8385,Powai,8.39,1364
8386,Worli,2.06,1000
8387,Bandra East,5.79,878
8388,Andheri West,2.0,719
8389,Chembur,7.93,694
8390,Bandra East,2.6,1278
8391,Andheri West,5.29,1017
8392,Bandra East,5.81,1652
8393,Bandra East,2.72,1740
8394,Powai,5.7,1215
8395,Powai,6.25,1668
8396,Worli,3.83,887
8397,Borivali West,6.23,1231
8398,Borivali West,2.76,1325
8399,Chembur,5.24,685
8400,Chembur,8.14,1143
8401,Bandra East,1.98,1410
8402,Andheri West,5.05,1335
8403,Chembur,8.03,1528
8404,Chembur,5.39,1412
8405,Bandra East,5.4,786
8406,Borivali West,3.15,777
8407,Powai,3.49,1040
8408,Chembur,3.48,1509
8409,Chembur,6.25,663
8410,Borivali West,3.77,1615
8411,Borivali West,3.93,1086
8412,Borivali West,1.88,1016
8413,Powai,6.07,1226
8414,Andheri West,8.44,670
8415,Worli,3.52,668
8416,Powai,3.86,820
8417,Borivali West,5.5,931
8418,Andheri West,6.03,749
8419,Andheri West,7.23,1327
8420,Chembur,7.97,861
8421,Worli,1.81,1131
8422,Chembur,2.81,1133
8423,Andheri West,3.94,1035
8424,Borivali West,7.88,644
8425,Andheri West,1.66,756
8426,Chembur,5.52,1692
8427,Bandra East,4.87,1390
8428,Andheri West,7.29,1303
8429,Powai,3.86,789
8430,Bandra East,3.89,1054
8431,Bandra East,4.09,1351
8432,Bandra East,7.36,1393
8433,Chembur,3.91,672
8434,Worli,1.71,1577
8435,Chembur,7.9,1236
8436,Worli,4.06,620
8437,Worli,3.23,1637
8438,Powai,6.45,888
8439,Bandra East,4.52,1002
8440,Borivali West,1.83,1060
8441,Chembur,6.88,622
8442,Chembur,1.21,698
8443,Andheri West,4.4,1180
8444,Chembur,7.22,1517
8445,Andheri West,3.71,706
8446,Powai,7.81,1611
8447,Andheri West,7.06,1762
8448,Chembur,7.79,902
8449,Andheri West,1.39,1623
8450,Andheri West,5.13,913
8451,Worli,5.18,1337
8452,Powai,3.28,1303
8453,Worli,5.35,924
8454,Borivali West,5.07,618
8455,Powai,1.34,1294
8456,Chembur,2.42,719
8457,Andheri West,7.91,686
8458,Andheri West,7.95,773
8459,Borivali West,8.16,1186
8460,Powai,6.03,1096
8461,Borivali West,6.27,1415
8462,Borivali West,4.05,722
8463,Andheri West,1.85,644
8464,Chembur,7.37,1206
8465,Borivali West,4.66,1503
8466,Bandra East,3.66,654
8467,Andheri West,4.97,1547
8468,Andheri West,7.39,675
8469,Bandra East,7.88,849
8470,Chembur,2.75,1549
8471,Chembur,2.64,747
8472,Worli,2.74,1794
8473,Bandra East,2.51,1756
8474,Borivali West,8.34,1326
8475,Andheri West,4.25,892
8476,Chembur,3.21,623
8477,Borivali West,2.48,1742
8478,Bandra East,6.55,683
8479,Chembur,8.16,974
8480,Powai,2.27,1736
8481,Bandra East,7.36,1790
8482,Chembur,7.02,1651
8483,Worli,2.71,865
8484,Andheri West,7.03,1481
8485,Worli,3.97,976
8486,Chembur,6.35,1719
8487,Chembur,6.62,875
8488,Chembur,2.34,1175
8489,Andheri West,2.77,1480
8490,Chembur,1.32,1239
8491,Worli,2.14,658
8492,Bandra East,6.57,741
8493,Worli,6.35,1303
8494,Borivali West,6.3,1602
8495,Bandra East,2.2,929
8496,Powai,5.41,1054
8497,Worli,6.78,1188
8498,Chembur,3.83,1764
8499,Worli,6.89,1005
8500,Andheri West,8.26,1410
8501,Bandra East,2.05,1476
8502,Bandra East,2.81,1008
8503,Bandra East,6.88,697
8504,Powai,7.41,956
8505,Chembur,1.91,1791
8506,Worli,7.54,1782
8507,Andheri West,7.48,1464
8508,Borivali West,1.94,1770
8509,Bandra East,8.04,1075
8510,Bandra East,7.25,1053
8511,Worli,5.45,611
8512,Powai,8.45,1294
8513,Worli,8.03,908
8514,Borivali West,2.14,675
8515,Worli,3.48,1486
8516,Andheri West,6.68,917
8517,Andheri West,5.62,1225
8518,Chembur,4.9,1094
8519,Powai,7.68,1563
8520,Worli,3.85,1260
8521,Borivali West,6.64,617
8522,Bandra East,7.39,1516
8523,Chembur,8.34,1122
8524,Andheri West,6.58,1793
8525,Worli,5.41,1738
8526,Powai,1.88,832
8527,Andheri West,3.11,1150
8528,Powai,3.3,1444
8529,Chembur,3.85,875
8530,Borivali West,7.54,1220
8531,Borivali West,5.7,1480
8532,Powai,3.09,611
8533,Chembur,8.14,848
8534,Chembur,4.6,608
8535,Powai,1.99,1621
8536,Andheri West,1.76,1004
8537,Chembur,2.96,1708
8538,Powai,3.29,1403
8539,Andheri West,5.26,1540
8540,Andheri West,1.57,1586
8541,Borivali West,5.57,1106
8542,Borivali West,3.25,1237
8543,Powai,7.33,616
8544,Worli,2.87,1349
8545,Borivali West,2.65,824
8546,Andheri West,5.15,1131
8547,Chembur,6.66,1287
8548,Chembur,2.97,908
8549,Chembur,4.47,1463
8550,Andheri West,4.61,1477
8551,Chembur,6.03,1050
8552,Bandra East,2.34,1530
8553,Andheri West,3.33,1332
8554,Bandra East,3.09,1116
8555,Bandra East,3.55,1217
8556,Worli,7.56,956
8557,Borivali West,8.27,663
8558,Bandra East,5.89,1742
8559,Andheri West,6.85,676
8560,Worli,3.95,776
8561,Borivali West,3.64,759
8562,Worli,8.0,769
8563,Powai,1.85,1457
8564,Borivali West,7.19,1729
8565,Borivali West,3.36,1282
8566,Bandra East,4.14,1294
8567,Powai,4.1,828
8568,Powai,5.92,1450
8569,Chembur,8.15,668
8570,Chembur,6.23,1489
8571,Bandra East,8.4,1554
8572,Worli,3.84,1203
8573,Powai,2.93,1006
8574,Borivali West,7.37,1327
8575,Bandra East,8.08,1410
8576,Bandra East,7.1,1777
8577,Borivali West,6.37,1613
8578,Borivali West,2.42,1275
8579,Borivali West,7.78,1482
8580,Worli,6.91,1657
8581,Powai,2.92,769
8582,Worli,4.77,1227
8583,Andheri West,3.83,1439
8584,Powai,7.27,1145
8585,Powai,5.96,1699
8586,Andheri West,1.67,1723
8587,Powai,4.01,1664
8588,Powai,3.62,1485
8589,Andheri West,3.58,1533
8590,Bandra East,6.0,1243
8591,Borivali West,4.32,650
8592,Worli,5.05,1142
8593,Chembur,2.29,1187
8594,Bandra East,5.88,1776
8595,Worli,8.08,1487
8596,Borivali West,7.81,1203
8597,Powai,3.1,823
8598,Powai,2.11,1282
8599,Chembur,6.47,1697
8600,Chembur,6.15,1750
8601,Worli,7.24,1462
8602,Powai,4.47,697
8603,Bandra East,4.12,1144
8604,Chembur,1.81,1532
8605,Worli,2.33,973
8606,Andheri West,2.91,1357
8607,Borivali West,5.9,688
8608,Chembur,7.23,1747
8609,Worli,5.28,1278
8610,Bandra East,1.5,823
8611,Worli,8.13,1616
8612,Bandra East,3.36,1677
8613,Borivali West,7.48,666
8614,Powai,2.39,1122
8615,Powai,6.41,1072
8616,Bandra East,4.76,1261
8617,Powai,7.98,1786
8618,Borivali West,3.14,1315
8619,Worli,3.78,1453
8620,Chembur,7.3,793
8621,Powai,1.86,1004
8622,Powai,4.55,759
8623,Borivali West,2.62,1099
8624,Chembur,3.83,948
8625,Chembur,4.65,1276
8626,Powai,7.75,838
8627,Worli,8.15,1476
8628,Andheri West,2.17,1235
8629,Andheri West,7.41,1419
8630,Powai,6.67,621
8631,Powai,7.66,812
8632,Bandra East,1.6,853
8633,Andheri West,2.57,1250
8634,Bandra East,3.96,1250
8635,Andheri West,5.58,1436
8636,Borivali West,3.88,1296
8637,Bandra East,7.92,647
8638,Bandra East,3.17,904
8639,Andheri West,7.63,642
8640,Worli,8.44,1206
8641,Worli,8.38,1602
8642,Borivali West,6.2,656
8643,Bandra East,6.73,1692
8644,Bandra East,3.88,1192
8645,Andheri West,4.99,1739
8646,Borivali West,2.45,1403
8647,Andheri West,5.26,1732
8648,Andheri West,7.31,611
8649,Borivali West,5.84,1135
8650,Borivali West,5.08,1620
8651,Bandra East,4.79,678
8652,Chembur,2.23,1758
8653,Worli,3.01,762
8654,Bandra East,2.06,804
8655,Worli,6.39,1343
8656,Chembur,4.31,745
8657,Andheri West,4.81,864
8658,Andheri West,6.55,1447
8659,Chembur,4.46,1096
8660,Powai,1.53,624
8661,Bandra East,3.95,988
8662,Chembur,6.47,1756
8663,Bandra East,6.25,668
8664,Andheri West,8.45,659
8665,Andheri West,2.1,954
8666,Powai,1.63,794
8667,Chembur,6.44,679
8668,Andheri West,6.05,1436
8669,Andheri West,2.58,923
8670,Bandra East,3.64,1200
8671,Chembur,4.61,1429
8672,Borivali West,3.16,986
8673,Andheri West,4.22,1205
8674,Borivali West,4.6,682
8675,Andheri West,2.54,1261
8676,Borivali West,8.13,1062
8677,Powai,6.89,1345
8678,Borivali West,3.48,821
8679,Andheri West,6.77,836
8680,Borivali West,3.3,1455
8681,Andheri West,6.92,1673
8682,Andheri West,4.81,1746
8683,Borivali West,1.95,1199
8684,Andheri West,1.94,1200
8685,Worli,1.29,1733
8686,Chembur,1.5,1222
8687,Worli,3.98,1529
8688,Worli,7.06,645
8689,Borivali West,1.71,1572
8690,Andheri West,1.6,1163
8691,Borivali West,2.63,877
8692,Worli,7.34,890
8693,Borivali West,5.22,1708
8694,Chembur,3.07,1323
8695,Powai,3.6,1027
8696,Powai,6.01,755
8697,Andheri West,5.08,1398
8698,Andheri West,4.86,1363
8699,Andheri West,3.82,769
8700,Andheri West,5.36,1643
8701,Borivali West,6.56,1436
8702,Worli,5.1,1541
8703,Bandra East,4.69,975
8704,Chembur,4.27,791
8705,Worli,6.99,1405
8706,Bandra East,7.16,869
8707,Andheri West,8.34,1725
8708,Bandra East,6.27,1561
8709,Andheri West,7.13,732
8710,Powai,8.33,1309
8711,Bandra East,2.64,1739
8712,Chembur,7.98,1428
8713,Borivali West,4.31,1682
8714,Borivali West,2.61,1478
8715,Chembur,4.06,1785
8716,Borivali West,6.99,858
8717,Bandra East,7.92,1647
8718,Bandra East,2.76,1571
8719,Powai,7.33,980
8720,Powai,6.69,640
8721,Worli,5.8,1110
8722,Powai,4.42,811
8723,Andheri West,4.57,1038
8724,Andheri West,5.99,1436
8725,Borivali West,6.47,1062
8726,Bandra East,5.59,1170
8727,Powai,1.24,1038
8728,Borivali West,5.03,783
8729,Bandra East,1.6,1719
8730,Chembur,1.82,726
8731,Chembur,6.55,947
8732,Worli,5.55,1612
8733,Andheri West,7.82,766
8734,Andheri West,3.5,1293
8735,Chembur,4.16,1573
8736,Chembur,7.75,1797
8737,Bandra East,8.41,1598
8738,Andheri West,2.66,961
8739,Andheri West,4.62,904
8740,Worli,7.12,1440
8741,Bandra East,4.56,1076
8742,Bandra East,6.72,1449
8743,Andheri West,1.56,986
8744,Powai,6.87,1289
8745,Powai,2.85,918
